1	4	0	0	0
1	4	1	0	0
1	4	2.46E-170	-1.00E+00	0
0	4	0.999999495	0.00E+00	0
1	4	2.30E-61	-1.00E+00	0
1	4	3.50E-16	-1.00E+00	0
1	4	1.24E-29	-1.00E+00	2
1	4	3.69E-75	-1	3
0	4	1	0.00E+00	1
1	3	1	-1	0
1	8	4.58E-159	-1	0
1	4	1.15E-109	-1	0
0	4	1	0	1
1	8	1.56E-45	0	0
0	4	0.999999438	0	0
1	4	1.91E-41	0	0
0	4	9.70E-70	-1	0
1	4	9.22E-24	0	3
1	4	1	1	0
1	4	2.62E-09	0	0
1	4	0.000608473	0	3
0	4	0.999999996	0	1
1	6	8.82E-13	0	0
1	4	0.999999985	0	0
1	2	0.5	0	0
1	4	0	0	0
1	4	0.5	0	0
1	3	2.59E-13	-1	0
1	4	9.57E-05	-2	3
1	7	5.97E-131	-1	3
1	4	0.999624697	0	0
1	4	1.10E-74	-1	0
1	8	0	0	0
0	4	0.999999994	-1	0
1	4	1.68E-29	-1	0
1	4	1.94E-152	-1	3
1	4	3.94E-48	-1	0
0	4	0.850824906	0	1
1	8	1	1	0
1	4	0.999841519	0	0
1	8	6.02E-142	-2	0
1	4	1	0	0
0	4	8.07E-88	0	0
1	4	6.05E-123	-1	0
0	4	0.999999981	0	1
1	4	2.01E-28	3	0
1	2	0.5	0	0
0	4	0.998460485	0	0
1	4	0	-1	0
0	4	1	0	0
0	4	1	0	0
1	4	2.09E-219	-2	3
1	4	0.940415087	-1	0
1	7	0	-1	0
1	4	0	-1	0
1	3	0.5	0	0
1	4	4.18E-44	-1	0
1	4	2.45E-89	-1	0
1	4	5.18E-31	0	0
1	4	4.28E-34	-2	0
1	4	3.36E-08	-1	0
1	4	0	-1	0
1	4	0.350708768	0	0
1	4	2.09E-83	0	0
1	4	0	-1	0
1	2	0.5	0	0
1	4	4.39E-132	-1	0
1	4	0	-1	3
1	3	1.26E-06	0	0
1	4	0	-1	0
1	8	1	1	0
0	4	4.02E-33	0	0
1	4	6.63E-104	-1	3
1	4	3.16E-108	0	0
1	4	0.999999978	-1	0
1	4	2.03E-41	-1	0
0	4	2.31E-45	-1	0
0	1	0.999748609	0	0
1	3	0.999861602	-1	0
0	4	1	0	0
1	4	0	-1	0
1	4	6.44E-05	-1	3
0	4	1	0	0
1	4	4.10E-13	0	0
1	8	1	1	0
0	4	0	0	0
1	8	0	-1	0
0	4	1	0	3
1	4	1.03E-105	-1	0
1	4	1	0	0
0	4	1	1	0
0	4	0.999999142	0	0
1	4	0.99999851	1	0
0	4	0.5	0	0
1	4	4.60E-55	-1	0
0	4	1	0	1
0	4	1	0	0
1	4	1	-1	0
0	4	1	0	0
1	4	0	-1	0
1	4	4.01E-251	0	0
1	6	1.15E-14	0	0
1	4	0	-1	0
1	7	1.09E-48	-1	0
0	4	0.322075534	0	0
1	6	1	-1	0
0	4	0.5	0	0
1	4	1.18E-07	-1	3
0	4	9.36E-25	0	0
1	5	0.588916207	0	3
1	8	2.05E-13	-1	0
0	4	1	0	0
1	4	0	-2	0
1	7	3.30E-12	0	0
1	4	0	-1	0
0	4	1	-1	0
1	4	0.032738912	0	2
1	4	0.003804974	0	3
0	4	1	0	0
0	1	1.19E-16	1	0
0	4	1.70E-26	-1	0
1	2	0.5	0	0
1	4	0	0	0
1	4	1.27E-107	0	0
1	4	2.65E-47	-1	0
1	8	1	0	0
0	4	1	-1	0
0	4	0	-1	0
1	4	8.18E-260	-1	3
0	4	1	0	0
1	3	1	0	0
1	4	0.400709297	-1	3
1	4	0.999990582	0	0
1	4	2.07E-59	-2	0
1	4	3.14E-48	0	2
1	4	1	-1	3
0	4	1	0	0
0	4	1	0	0
0	4	1	1	0
0	4	1	0	0
0	4	0.999999931	0	1
0	4	1	0	0
1	4	2.54E-141	0	0
1	4	3.70E-58	1	0
1	4	0	-1	0
1	4	4.48E-27	-1	2
0	4	0.999999868	0	0
0	4	1	0	1
0	4	7.78E-05	0	0
0	7	0.999324899	0	0
0	2	0.5	0	0
1	3	1	0	0
1	4	0	-2	0
1	4	0	0	0
1	5	1.65E-10	-2	0
1	4	4.51E-133	-1	0
0	4	1	0	0
1	4	6.13E-36	-1	0
0	4	0.5	0	1
1	4	0	0	0
1	4	0.000620354	0	3
0	6	1	0	0
1	8	7.89E-35	0	2
1	7	0.002761009	-1	0
0	4	1	0	0
1	4	0.000757416	0	0
1	4	4.63E-85	0	3
0	4	0.999779744	0	1
0	4	0.999904269	1	1
1	8	0	0	0
0	4	1	0	0
1	4	4.28E-96	0	0
1	4	1	0	2
0	4	6.55E-91	0	0
0	2	0.5	0	1
1	4	1	-1	0
1	4	0	-1	0
1	4	5.03E-43	0	0
1	4	1	1	0
0	4	1	1	0
0	4	1	-1	0
1	4	1.71E-69	0	0
1	4	0.300369052	1	3
1	4	6.62E-19	0	0
0	4	0.999999996	0	0
0	4	0.999922921	-2	0
1	8	5.13E-69	0	0
1	4	0	0	0
0	4	0.999971111	0	0
0	4	0.999272396	0	0
0	4	1	0	0
0	4	1.75E-80	0	0
1	4	1.30E-17	0	3
1	4	1	1	2
1	4	4.33E-07	0	3
0	4	1	0	0
0	4	1	0	0
1	4	0.999999984	-1	0
0	4	0.999982616	0	0
1	4	0	-1	0
0	8	2.12E-20	0	0
1	4	9.11E-109	-1	0
1	4	1	-1	3
1	8	0	-1	0
1	4	0	-1	0
1	4	6.05E-19	-1	3
1	4	0	0	0
0	4	0.999853724	0	0
0	4	1	0	1
1	4	5.67E-23	-1	0
0	4	1	0	0
1	4	1.16E-30	0	0
0	7	1	0	0
1	5	3.79E-10	-2	0
1	4	2.43E-14	0	0
